,Year,State,Deceased Donors,Living Donors,Total Transplants,Kidney Transplants,Liver Transplants,Heart Transplants,Lung Transplants,Women Donors,Men Donors,Transgender Donors,Organ Donation Rate (pmp),People Pledged (NOTTO),Online Pledges (Tamil Nadu)
4480,2022,Kerala,196,575,322,465,394,45,48,349,196,1,1.6,120607,3638
4481,2023,Telangana,289,924,411,131,158,23,49,477,688,0,0.55,274103,12826
4482,2022,Telangana,191,914,1187,347,298,2,6,561,65,0,0.44,321903,7501
4483,2020,Delhi,38,170,966,145,2,14,2,699,81,3,1.72,310527,10196
4484,2023,Karnataka,279,722,581,102,186,23,24,567,659,3,2.0,329896,13369
4485,2020,Karnataka,66,569,1023,128,319,22,38,326,380,1,1.58,30122,6936
4486,2021,Maharashtra,214,336,284,22,198,12,32,35,31,1,1.83,173826,10441
4487,2022,Kerala,212,745,920,516,121,23,48,60,51,3,1.23,6507,4132
4488,2021,Punjab,169,957,104,458,394,15,41,408,481,2,0.32,103330,17235
4489,2021,Kerala,135,660,957,328,291,29,46,317,124,4,1.93,53186,9999
4490,2024,Maharashtra,36,599,928,53,299,36,7,170,159,2,1.62,92287,6446
4491,2023,Delhi,25,287,313,601,192,3,29,140,280,1,0.65,194138,16458
4492,2023,Gujarat,187,984,423,8,84,50,31,46,204,0,1.23,476137,18410
4493,2021,Tamil Nadu,19,799,956,121,7,46,49,619,355,3,1.9,158170,11057
4494,2020,Kerala,278,52,491,584,59,43,45,76,274,5,0.73,297453,446
4495,2020,Karnataka,26,653,1173,634,81,38,33,354,394,1,0.91,119575,5921
4496,2023,Delhi,4,715,862,295,290,24,24,482,269,0,0.11,21147,15927
4497,2021,Maharashtra,214,489,235,382,233,28,33,586,601,4,1.05,193436,13666
4498,2020,Kerala,88,772,494,255,241,10,30,446,184,1,1.64,206566,19439
4499,2024,Punjab,90,278,162,734,142,1,48,143,102,0,1.15,114118,7587
4500,2021,Maharashtra,171,201,897,209,343,28,5,656,632,2,1.77,405173,5237
4501,2020,Punjab,31,540,411,273,119,38,16,34,102,0,0.34,147724,13211
4502,2021,Telangana,97,806,561,728,51,5,42,340,16,2,0.41,158727,1649
4503,2021,Gujarat,47,642,905,313,51,4,16,666,437,2,0.13,273659,19796
4504,2024,Punjab,57,60,1114,311,246,29,28,605,601,5,1.11,372035,8118
4505,2024,Kerala,144,22,493,592,380,29,32,178,184,0,0.47,117350,2860
4506,2023,Delhi,221,761,838,626,143,11,34,188,161,4,1.22,397531,6570
4507,2020,Punjab,216,870,372,443,263,19,7,168,447,3,1.68,95500,7228
4508,2022,Rajasthan,37,412,1178,535,233,31,32,58,591,1,0.58,4906,16629
4509,2023,Uttar Pradesh,283,972,496,413,19,15,18,52,480,4,1.32,187578,13713
4510,2022,Uttar Pradesh,128,774,126,442,126,29,1,129,14,5,0.85,11040,1051
4511,2022,Gujarat,67,410,623,70,153,34,18,459,699,3,1.06,260785,17734
4512,2022,Kerala,180,7,413,112,235,43,23,480,442,0,1.86,334447,4016
4513,2022,Kerala,105,668,1176,534,328,3,41,661,23,4,0.68,58366,12248
4514,2020,Telangana,154,178,907,513,41,42,14,346,218,5,1.04,43779,17642
4515,2023,Maharashtra,156,397,1025,67,158,24,31,103,127,4,0.65,305602,7273
4516,2021,Punjab,289,195,692,646,376,33,43,586,366,1,0.77,333519,14594
4517,2024,Delhi,129,910,391,100,170,20,21,565,194,5,1.97,341784,11973
4518,2023,Uttar Pradesh,19,731,680,759,321,2,15,585,429,3,0.49,41211,11913
4519,2020,Gujarat,275,312,277,557,307,20,9,170,634,2,1.94,358537,9906
4520,2024,Karnataka,170,26,233,155,36,36,6,265,158,0,0.82,247046,11544
4521,2024,Punjab,129,127,501,631,75,9,7,127,277,5,1.5,481165,4618
4522,2023,Kerala,168,450,990,82,130,4,36,513,0,1,0.73,424688,857
4523,2020,Tamil Nadu,139,875,258,282,7,36,24,390,0,0,1.43,47253,9655
4524,2023,Karnataka,17,995,1055,780,219,39,24,387,211,3,1.31,259758,14589
4525,2021,Kerala,50,990,347,528,166,42,2,106,4,0,1.71,289422,5851
4526,2022,Uttar Pradesh,275,894,630,596,60,10,50,206,700,2,0.84,374070,12166
4527,2024,Karnataka,43,102,906,184,216,6,26,199,300,5,1.86,223725,11863
4528,2021,Kerala,41,678,994,664,27,47,0,474,414,5,1.25,9366,11769
4529,2020,Uttar Pradesh,294,130,1047,644,3,19,0,659,581,5,1.03,24740,8614
4530,2021,Kerala,188,321,394,117,384,33,46,479,267,0,1.97,374499,7142
4531,2024,Kerala,293,917,962,372,179,33,37,216,61,1,1.79,178776,3896
4532,2022,Rajasthan,172,677,227,441,55,49,17,652,62,1,0.81,5899,4683
4533,2021,Rajasthan,224,497,170,594,276,20,46,214,109,4,1.62,215271,5929
4534,2022,Gujarat,93,182,16,168,103,22,35,470,391,0,1.54,38346,1170
4535,2024,Uttar Pradesh,56,390,757,281,37,9,27,329,473,5,0.53,175785,13532
4536,2021,Karnataka,29,163,1138,628,225,32,41,275,420,2,0.46,309549,12860
4537,2020,Uttar Pradesh,117,239,915,19,135,33,33,305,395,1,0.94,445632,2409
4538,2022,Tamil Nadu,38,0,385,453,264,44,36,470,95,2,1.78,354347,6244
4539,2024,Telangana,212,854,115,733,274,45,10,68,146,4,0.73,449812,16978
4540,2020,Uttar Pradesh,192,946,414,58,380,12,12,540,278,4,1.88,138016,17884
4541,2023,Delhi,259,49,662,114,64,25,16,248,423,0,1.35,225005,13976
4542,2021,Rajasthan,85,821,392,133,383,0,2,187,336,3,0.42,295859,12437
4543,2020,Karnataka,172,715,734,666,17,10,35,319,128,3,0.35,118085,8915
4544,2023,Rajasthan,238,189,515,299,367,11,49,628,422,1,1.98,178193,14048
4545,2020,Kerala,98,694,231,51,106,24,8,454,617,1,0.87,260700,11343
4546,2021,Uttar Pradesh,192,904,620,391,5,32,29,690,660,4,1.55,282244,15160
4547,2024,Tamil Nadu,82,671,923,654,262,29,1,391,394,0,0.41,454956,15928
4548,2022,Telangana,198,369,933,538,40,16,6,407,42,5,0.26,333427,2186
4549,2020,Uttar Pradesh,300,160,1051,519,112,15,19,554,363,2,1.63,483015,12314
4550,2024,Delhi,264,253,598,775,326,36,13,338,149,4,1.56,5482,2709
4551,2021,Uttar Pradesh,144,147,898,32,39,37,30,159,604,5,0.79,462632,13291
4552,2021,Maharashtra,103,531,194,280,90,26,50,410,316,5,1.66,368182,5203
4553,2023,Delhi,258,825,1020,488,142,20,44,620,1,5,1.02,6304,14936
4554,2023,Uttar Pradesh,74,154,1180,450,240,13,5,105,320,1,0.3,25639,13062
4555,2024,Karnataka,93,512,124,683,282,42,9,577,649,2,0.2,327215,6759
4556,2020,Kerala,37,495,1059,39,354,48,19,328,281,3,0.76,83064,6053
4557,2020,Maharashtra,259,891,1148,608,40,39,23,629,284,1,0.83,368593,18680
4558,2024,Rajasthan,48,987,653,269,359,49,30,106,46,1,0.5,287471,16796
4559,2020,Uttar Pradesh,219,732,133,110,158,20,47,150,291,4,1.53,280731,9640
4560,2022,Kerala,184,647,339,295,80,50,42,586,652,3,0.98,346563,14255
4561,2021,Tamil Nadu,250,507,562,63,241,33,30,442,118,5,1.51,115572,17210
4562,2022,Punjab,200,163,948,161,286,43,35,279,370,5,0.85,489936,1711
4563,2022,Uttar Pradesh,166,321,236,272,131,47,29,239,93,2,1.57,457305,1905
4564,2022,Uttar Pradesh,281,975,275,386,95,8,42,457,184,1,0.24,285956,141
4565,2021,Rajasthan,78,188,401,356,322,24,32,41,259,1,0.73,151438,6421
4566,2023,Delhi,119,124,345,374,351,27,32,621,452,0,0.32,71043,6078
4567,2021,Tamil Nadu,232,940,1088,488,102,3,37,688,374,1,1.89,59720,3932
4568,2023,Uttar Pradesh,128,112,1151,756,99,1,35,317,511,2,0.6,388370,6690
4569,2023,Tamil Nadu,295,537,655,610,148,20,36,586,518,2,0.58,377706,4783
4570,2020,Maharashtra,244,37,636,27,218,10,18,465,197,0,1.18,125911,7106
4571,2023,Tamil Nadu,233,432,922,518,320,48,5,447,678,3,0.44,6094,18087
4572,2020,Punjab,18,325,171,686,358,17,12,693,326,0,1.51,326929,17502
4573,2021,Tamil Nadu,214,502,510,325,136,27,47,435,357,3,1.81,467664,9361
4574,2022,Delhi,79,252,260,741,29,1,14,665,663,0,0.67,52118,4006
4575,2020,Karnataka,59,734,559,5,173,3,36,116,364,4,1.57,268791,4654
4576,2024,Kerala,90,291,223,332,125,23,8,517,260,5,1.76,175449,10779
4577,2022,Punjab,222,813,411,623,9,19,9,492,53,5,1.39,42509,680
4578,2022,Delhi,93,347,1066,508,372,15,36,141,255,3,0.55,257924,6461
4579,2023,Uttar Pradesh,173,789,139,473,225,46,26,540,465,0,0.56,257918,12901
4580,2023,Maharashtra,99,592,133,499,45,1,11,223,171,0,1.17,63002,18518
4581,2024,Delhi,208,665,604,468,52,10,2,166,461,0,0.42,40470,10822
4582,2024,Karnataka,22,66,622,297,358,6,12,558,261,0,0.11,275703,2325
4583,2020,Punjab,170,611,404,676,347,6,29,215,603,0,0.36,70890,13491
4584,2022,Uttar Pradesh,240,345,1174,310,63,45,3,248,72,3,1.29,282449,19820
4585,2022,Tamil Nadu,238,5,119,736,361,29,26,685,447,5,0.56,428470,1734
4586,2024,Maharashtra,230,918,603,668,249,43,46,189,286,0,1.3,227396,4217
4587,2024,Punjab,271,292,1142,479,154,13,12,85,91,0,1.83,464147,7629
4588,2022,Maharashtra,34,723,1057,582,383,34,4,485,286,5,0.1,207548,3040
4589,2020,Karnataka,171,157,1108,476,297,11,8,308,93,4,0.4,266023,6903
4590,2024,Punjab,153,236,582,583,84,36,35,344,637,3,0.56,309550,6071
4591,2024,Karnataka,276,237,720,459,96,20,32,174,552,4,1.6,445733,9676
4592,2023,Tamil Nadu,280,130,798,118,294,11,5,623,194,5,1.78,186135,686
4593,2023,Kerala,276,306,190,214,200,38,49,655,33,0,0.86,147650,7212
4594,2021,Kerala,184,111,86,243,5,44,41,126,489,4,1.57,445021,140
4595,2024,Maharashtra,127,488,199,508,165,42,13,700,664,0,0.96,279632,19901
4596,2021,Punjab,85,507,665,571,176,28,30,513,267,2,0.96,129973,10774
4597,2022,Telangana,38,77,516,35,225,9,36,74,217,5,1.97,80130,12415
4598,2021,Uttar Pradesh,174,213,220,238,68,9,49,437,337,3,0.78,360599,18509
4599,2022,Karnataka,289,541,608,611,344,2,39,658,420,1,1.48,260991,10755
4600,2022,Delhi,299,438,562,123,4,1,13,90,384,0,0.35,229042,15827
4601,2023,Gujarat,134,381,51,645,194,34,39,14,358,1,1.68,4682,4614
4602,2021,Punjab,5,22,124,265,63,30,35,213,13,3,0.33,252392,10072
4603,2020,Tamil Nadu,154,59,105,770,123,14,6,322,207,4,1.85,167501,7960
4604,2024,Tamil Nadu,85,717,712,702,54,7,8,273,643,2,0.96,225950,278
4605,2023,Delhi,87,972,987,303,106,33,19,351,226,1,0.44,331378,2429
4606,2023,Delhi,37,443,1152,766,69,32,14,5,370,3,0.3,377986,4527
4607,2022,Uttar Pradesh,106,204,263,355,22,11,39,428,242,0,0.55,351033,9704
4608,2020,Tamil Nadu,123,881,988,729,62,41,37,149,372,1,1.86,304530,11896
4609,2024,Delhi,81,821,459,724,190,28,48,234,321,4,0.51,294262,9366
4610,2021,Uttar Pradesh,68,80,748,270,341,33,39,35,106,4,1.29,131557,18970
4611,2022,Rajasthan,53,373,564,73,138,34,24,180,354,1,1.34,471158,15426
4612,2022,Gujarat,60,720,363,607,305,45,5,396,414,3,0.23,396062,5509
4613,2023,Rajasthan,140,340,718,495,225,35,22,172,501,0,1.72,458357,4566
4614,2020,Punjab,39,386,7,500,85,29,48,7,481,2,0.47,457905,6647
4615,2022,Gujarat,3,452,920,133,299,15,16,333,144,2,0.59,237227,6776
4616,2022,Maharashtra,9,249,755,292,288,13,8,147,85,0,0.71,297346,13520
4617,2024,Kerala,90,645,1130,170,64,48,33,198,639,4,0.91,237457,5096
4618,2020,Delhi,194,886,449,715,84,42,18,326,4,1,1.45,292672,5680
4619,2022,Telangana,89,59,678,444,32,41,0,158,690,2,0.47,393134,18726
4620,2024,Uttar Pradesh,92,903,303,213,201,36,0,135,421,3,0.51,48631,4908
4621,2022,Delhi,96,389,504,153,247,13,28,8,389,1,1.95,120699,14944
4622,2023,Tamil Nadu,280,239,453,641,83,19,10,297,186,5,0.76,93656,16643
4623,2020,Maharashtra,135,490,122,398,32,40,21,58,284,5,0.47,158533,2690
4624,2022,Tamil Nadu,297,99,659,631,319,45,1,187,83,4,0.62,86107,6203
4625,2023,Karnataka,256,538,353,442,27,41,17,563,454,3,0.77,295052,4498
4626,2023,Uttar Pradesh,279,252,357,89,388,41,12,658,251,4,1.49,411696,1287
4627,2023,Gujarat,41,360,515,463,108,0,31,532,426,2,1.07,430319,1060
4628,2022,Kerala,41,297,1036,598,106,29,31,325,325,0,0.27,11041,16388
4629,2023,Delhi,229,675,67,70,119,23,42,168,432,3,0.61,102351,25
4630,2022,Tamil Nadu,199,561,703,586,51,29,42,254,345,0,1.63,180366,7817
4631,2022,Kerala,48,495,777,81,72,3,24,158,302,5,0.66,206067,161
4632,2020,Tamil Nadu,204,874,998,158,366,24,8,562,603,0,0.91,261363,19518
4633,2023,Delhi,124,649,891,162,113,20,3,305,135,1,0.21,167817,18634
4634,2024,Delhi,151,70,130,648,141,10,13,110,108,3,1.76,1803,17876
4635,2022,Gujarat,112,586,746,181,286,15,33,504,414,5,1.31,105095,10586
4636,2021,Punjab,280,997,59,471,144,42,24,429,72,3,0.79,304582,13851
4637,2023,Gujarat,28,379,658,394,217,10,2,182,233,1,1.88,487647,8341
4638,2024,Maharashtra,123,193,516,30,16,20,4,684,596,2,0.16,2557,3603
4639,2020,Gujarat,23,381,1196,484,44,8,6,686,148,3,1.69,110267,17572
4640,2021,Tamil Nadu,147,853,631,351,62,30,40,442,110,4,0.64,173961,16284
4641,2023,Uttar Pradesh,5,569,1053,390,20,9,8,66,58,4,0.7,147056,17589
4642,2021,Kerala,296,412,217,550,207,48,46,674,118,0,0.49,404164,5593
4643,2020,Tamil Nadu,156,892,627,539,266,36,34,508,527,0,1.26,188314,6080
4644,2023,Tamil Nadu,77,375,491,425,31,25,27,63,102,0,1.49,87924,3962
4645,2020,Uttar Pradesh,281,14,37,128,0,1,48,495,230,4,1.06,319152,18206
4646,2024,Maharashtra,60,763,111,67,40,43,35,199,130,1,0.82,177867,16278
4647,2021,Karnataka,282,399,595,205,393,46,40,44,359,1,1.38,444994,13004
4648,2022,Karnataka,35,821,431,460,124,14,46,34,155,1,0.87,142028,15692
4649,2024,Uttar Pradesh,132,581,1014,117,364,47,40,112,599,1,1.0,64944,1683
4650,2024,Gujarat,38,595,751,612,68,49,28,536,172,1,1.28,199733,2665
4651,2023,Rajasthan,267,269,1075,352,163,16,5,656,140,4,1.97,452229,4973
4652,2022,Delhi,125,876,1008,436,42,21,27,631,362,5,1.91,247148,18532
4653,2022,Telangana,279,958,658,120,41,46,46,567,97,4,0.29,164970,5216
4654,2021,Punjab,106,468,604,733,311,20,45,412,197,0,1.39,289907,12766
4655,2022,Tamil Nadu,44,195,1094,768,386,0,11,82,287,1,1.44,387319,14907
4656,2024,Delhi,111,845,684,3,319,38,10,146,285,4,0.32,483557,4014
4657,2024,Karnataka,30,966,619,515,277,30,26,476,193,0,0.67,140921,2251
4658,2024,Punjab,119,666,238,335,291,40,20,145,544,2,0.97,126906,9974
4659,2023,Karnataka,259,78,269,207,256,7,48,174,485,2,1.98,52920,5454
4660,2021,Punjab,65,441,220,644,343,42,17,579,153,0,0.11,191468,10738
4661,2024,Punjab,75,503,288,318,141,30,17,661,610,4,1.16,173745,2498
4662,2020,Rajasthan,2,820,519,518,140,30,41,483,244,1,1.39,195789,16344
4663,2021,Telangana,240,875,934,288,227,16,38,130,332,0,1.55,77851,9333
4664,2023,Rajasthan,33,837,334,431,332,43,18,299,575,0,0.54,485745,10514
4665,2022,Telangana,244,63,794,743,300,12,0,666,177,4,1.86,469415,13717
4666,2020,Punjab,82,786,583,45,225,28,6,259,14,0,0.44,216548,212
4667,2023,Kerala,34,69,982,122,312,35,33,356,451,2,1.92,246826,14747
4668,2023,Punjab,292,678,844,577,349,35,22,308,78,5,0.57,290912,4630
4669,2024,Maharashtra,33,23,455,156,198,4,22,468,198,2,0.25,228781,161
4670,2020,Uttar Pradesh,155,222,8,292,6,22,36,64,36,5,0.55,439537,14551
4671,2023,Rajasthan,3,555,519,670,392,6,47,127,692,0,1.2,400688,17189
4672,2024,Uttar Pradesh,139,795,848,446,118,27,35,449,94,4,1.33,75185,4191
4673,2021,Kerala,270,652,1063,584,90,35,13,657,561,2,1.25,183686,12121
4674,2021,Gujarat,88,864,1127,31,61,35,43,397,163,4,0.38,491532,5394
4675,2023,Rajasthan,254,244,1147,123,177,17,6,104,636,5,1.2,139898,18136
4676,2020,Maharashtra,78,322,769,288,285,35,4,670,468,2,0.38,260552,13876
4677,2024,Rajasthan,200,808,423,711,143,49,16,158,383,5,1.42,28304,11082
4678,2023,Gujarat,30,967,494,125,120,14,46,427,330,5,1.91,2828,17689
4679,2023,Uttar Pradesh,222,965,448,64,88,32,41,98,151,3,0.44,344038,14152
4680,2020,Tamil Nadu,206,192,18,158,149,37,38,265,288,0,0.94,302323,3389
4681,2023,Gujarat,32,853,638,761,2,50,48,255,555,2,1.46,395900,7252
4682,2021,Karnataka,169,880,888,89,48,6,29,568,212,1,0.19,313129,10017
4683,2022,Maharashtra,110,253,1185,564,166,16,32,493,507,0,1.4,329600,9948
4684,2021,Gujarat,154,228,358,57,272,42,5,20,259,5,0.9,420683,9976
4685,2020,Punjab,295,215,623,239,397,4,31,75,455,1,0.5,478500,17904
4686,2021,Telangana,43,147,830,168,240,31,11,597,311,3,1.25,404120,15724
4687,2021,Uttar Pradesh,40,996,479,216,139,42,26,266,272,5,1.73,152568,9147
4688,2021,Gujarat,121,837,744,167,132,6,50,355,92,3,0.93,307834,17832
4689,2024,Delhi,114,940,577,85,208,2,19,358,351,5,1.52,415011,4669
4690,2021,Uttar Pradesh,13,666,117,642,61,6,30,458,264,0,1.77,320494,18938
4691,2020,Uttar Pradesh,260,280,674,659,101,7,13,119,646,5,1.12,439442,11096
4692,2021,Punjab,218,426,664,24,294,16,36,641,499,5,0.37,327171,4867
4693,2022,Delhi,129,371,426,13,69,21,26,686,171,1,0.51,416476,4161
4694,2022,Tamil Nadu,92,855,303,504,397,5,24,631,392,0,1.75,162007,5204
4695,2020,Telangana,32,651,882,157,286,24,30,621,283,5,0.88,417122,4063
4696,2021,Kerala,89,477,914,129,166,21,48,266,402,2,0.33,431161,17007
4697,2023,Punjab,154,429,1006,788,151,3,29,134,532,0,1.66,266721,770
4698,2022,Rajasthan,10,113,347,191,100,2,16,62,580,2,1.37,338445,13712
4699,2021,Rajasthan,257,80,28,123,213,41,38,118,418,4,0.97,313972,1327
4700,2022,Delhi,92,203,806,647,88,41,26,496,639,3,0.42,356840,930
4701,2020,Delhi,130,826,1035,225,109,41,23,96,551,5,0.41,415724,3923
4702,2023,Telangana,129,10,593,653,123,17,4,215,361,2,0.13,84743,11437
4703,2022,Telangana,9,735,389,418,276,6,47,403,482,0,0.76,92344,19318
4704,2020,Tamil Nadu,243,605,371,192,41,27,42,382,579,2,0.4,114697,10263
4705,2021,Uttar Pradesh,222,971,813,514,125,50,30,313,119,1,1.01,180187,15969
4706,2022,Karnataka,13,873,1086,489,75,19,35,205,497,1,0.14,287381,13093
4707,2024,Maharashtra,167,886,244,306,223,48,20,664,404,4,0.32,492212,2792
4708,2020,Uttar Pradesh,281,961,468,627,212,30,8,446,35,0,1.24,338899,4095
4709,2020,Delhi,110,173,792,32,270,15,17,400,561,1,0.7,437709,6373
4710,2020,Rajasthan,128,219,959,715,67,25,34,628,576,1,0.19,215823,14265
4711,2022,Gujarat,71,844,522,789,277,32,25,400,18,5,1.9,211434,11784
4712,2024,Uttar Pradesh,28,967,1137,706,380,1,37,534,151,5,1.56,296047,257
4713,2022,Tamil Nadu,264,464,27,96,54,35,29,39,218,2,1.59,36749,11114
4714,2022,Punjab,64,120,630,31,345,44,29,371,36,2,1.91,187220,9655
4715,2022,Delhi,233,716,924,76,342,31,36,645,181,4,0.12,423155,18233
4716,2022,Kerala,269,734,112,176,385,5,3,420,372,3,1.08,208541,9725
4717,2021,Uttar Pradesh,172,798,1047,262,83,20,36,379,263,0,1.57,492842,14284
4718,2024,Kerala,140,76,785,573,252,27,22,574,122,0,0.95,35903,15266
4719,2020,Uttar Pradesh,163,684,271,142,356,43,43,524,320,0,0.71,28846,18017
4720,2024,Maharashtra,144,932,1071,558,16,44,46,483,331,5,1.09,303426,1117
4721,2024,Karnataka,258,328,502,770,229,29,4,665,170,3,0.22,64639,1617
4722,2020,Karnataka,171,452,15,489,197,21,39,283,89,2,1.59,284848,15086
4723,2024,Maharashtra,44,41,938,323,272,2,14,576,441,1,0.79,214018,220
4724,2022,Telangana,127,823,736,593,185,43,20,169,167,4,0.45,79232,597
4725,2020,Kerala,64,602,701,28,317,18,26,684,296,0,1.7,65113,12931
4726,2023,Delhi,278,493,640,433,147,6,0,654,249,3,1.13,441304,963
4727,2021,Telangana,217,859,282,345,31,22,14,461,110,4,1.14,291449,7765
4728,2023,Kerala,273,35,614,753,173,27,4,270,364,5,1.76,385202,19153
4729,2020,Delhi,12,501,781,430,242,5,37,677,86,1,0.35,89027,17017
4730,2023,Telangana,4,502,953,530,356,1,49,545,547,2,1.41,62026,7663
4731,2022,Tamil Nadu,291,290,782,474,249,33,9,402,534,1,1.76,180999,14170
4732,2021,Punjab,137,734,1056,168,112,1,50,542,388,3,0.36,64953,18806
4733,2022,Delhi,211,460,491,33,243,7,44,603,366,2,1.86,296810,11401
4734,2021,Maharashtra,42,586,68,186,31,10,43,494,357,3,1.25,137109,7901
4735,2020,Telangana,115,153,847,11,255,34,39,509,8,4,1.47,420332,5752
4736,2024,Uttar Pradesh,238,632,768,70,337,1,40,124,509,4,0.21,476579,1920
4737,2024,Delhi,295,16,651,46,250,33,11,626,140,3,1.33,169748,13182
4738,2022,Karnataka,259,550,724,68,102,27,25,143,626,1,1.36,394874,13008
4739,2023,Kerala,241,914,901,181,65,50,1,459,41,3,1.31,421055,242
4740,2021,Rajasthan,68,527,753,773,268,49,45,256,308,2,0.64,346553,15337
4741,2021,Kerala,257,624,173,315,393,35,23,489,399,0,0.95,457040,16191
4742,2021,Gujarat,229,348,143,365,387,13,1,133,340,1,1.86,455993,9444
4743,2021,Karnataka,240,368,1058,243,56,26,32,43,458,5,0.7,357212,16509
4744,2024,Gujarat,188,353,130,371,218,13,30,106,455,4,1.04,12665,15211
4745,2020,Kerala,31,692,793,238,326,38,45,562,689,0,0.83,15165,11966
4746,2023,Gujarat,270,865,54,681,396,25,35,369,366,3,0.8,17453,8739
4747,2020,Tamil Nadu,283,207,848,610,315,30,42,358,261,0,0.43,254499,9893
4748,2023,Uttar Pradesh,274,376,728,182,65,49,1,291,159,3,0.63,476585,196
4749,2021,Gujarat,194,806,394,684,81,41,10,578,533,3,1.7,28880,17553
4750,2020,Rajasthan,52,551,1065,40,333,26,42,366,32,2,0.5,328413,11799
4751,2023,Uttar Pradesh,239,525,880,550,210,46,0,233,621,1,0.54,187543,9405
4752,2023,Delhi,59,211,648,97,276,48,12,542,21,3,0.27,227413,16535
4753,2020,Gujarat,84,508,1165,3,216,4,19,322,65,1,1.92,479970,3507
4754,2021,Punjab,105,129,499,470,203,15,43,586,320,1,1.61,220261,9035
4755,2020,Telangana,239,531,1027,164,252,2,4,345,139,5,0.44,380112,8890
4756,2021,Punjab,105,168,557,514,1,16,35,167,64,3,0.98,178792,642
4757,2024,Maharashtra,63,749,1100,646,14,18,21,75,423,0,0.69,398907,3518
4758,2021,Gujarat,38,496,508,601,265,35,39,433,483,0,1.82,381894,11232
4759,2022,Karnataka,88,843,319,467,85,5,41,87,674,3,0.48,251437,17551
4760,2022,Uttar Pradesh,99,497,133,462,95,25,13,430,665,4,0.15,90299,3214
4761,2021,Delhi,185,956,46,103,77,29,0,380,135,1,1.1,315868,9621
4762,2023,Karnataka,267,597,939,382,46,39,15,333,125,1,1.08,194090,5559
4763,2023,Gujarat,26,78,132,748,168,22,12,62,262,4,0.29,340440,12648
4764,2023,Rajasthan,115,790,62,650,149,32,44,552,104,1,0.94,355210,13455
4765,2024,Delhi,4,782,798,799,150,9,17,443,77,4,0.5,171286,54
4766,2020,Tamil Nadu,117,29,836,260,270,6,23,539,191,4,1.23,347746,5546
4767,2024,Maharashtra,57,372,177,22,100,32,8,54,226,5,0.91,475570,10416
4768,2021,Tamil Nadu,159,566,1119,85,153,15,43,392,247,3,0.44,364301,10456
4769,2023,Rajasthan,182,346,682,582,201,20,20,570,334,1,1.32,148578,18221
4770,2023,Tamil Nadu,162,434,953,389,66,9,1,620,618,0,1.63,353232,16641
4771,2021,Gujarat,61,419,757,281,178,6,1,437,197,4,1.35,251634,12576
4772,2022,Punjab,87,818,693,559,322,7,29,517,685,0,0.48,114700,7832
4773,2021,Gujarat,7,881,566,497,219,26,8,628,519,3,1.82,431038,17849
4774,2020,Kerala,279,148,53,199,283,5,26,28,237,5,1.36,154693,5552
4775,2020,Gujarat,92,285,144,31,378,18,17,309,43,3,1.82,15419,5418
4776,2021,Punjab,290,579,927,614,217,32,31,600,649,1,1.14,185266,4894
4777,2022,Maharashtra,17,591,1146,432,176,12,32,70,335,5,0.74,401740,17487
4778,2022,Karnataka,131,452,932,501,222,44,49,693,170,2,1.79,482411,1934
4779,2021,Punjab,33,450,1106,253,168,26,17,396,523,3,0.27,111253,12055
